E;3100;ORO VERDE
E;3100;COLONIA AVELLANEDA
E;3200;CONCORDIA
E;3260;CONCEPCION DEL URUGUAY
E;3280;COLON
E;3283;SAN JOSE
E;3285;VILLA ELISA
E;2820;GUALEGUAYCHU
E;2822;PUEBLO GENERAL BELGRANO
E;2840;GUALEGUAY
E;3190;LA PAZ
E;3153;VICTORIA
E;3170;BASAVILBASO
E;3240;VILLAGUAY
E;3116;CRESPO
E;3133;MARIA GRANDE
E;3107;HERNANDARIAS
E;3228;CHAJARI
E;3206;FEDERACION
P;3600;FORMOSA
P;3600;VILLA DEL CARMEN
P;3600;MOJON DE FIERRO
P;3610;CLORINDA
P;3611;PUERTO PILCOMAYO
P;3620;PIRANE
P;3624;PALO SANTO
P;3626;FONTANA
P;3628;IBARRETA
P;3630;LAS LOMITAS
P;3636;INGENIERO JUAREZ
P;3606;HERMOSO CAMPO
P;3603;SAN FRANCISCO DE LAISHI
P;3601;HERRADURA
P;3605;MISION TACAAGLE
P;3613;LAGUNA BLANCA
P;3615;EL ESPINILLO
Y;4600;SAN SALVADOR DE JUJUY
Y;4600;YALA
Y;4600;REYES
Y;4601;PALPALA
Y;4608;PERICO
Y;4609;MONTERRICO
Y;4612;EL CARMEN
Y;4500;SAN PEDRO DE JUJUY
Y;4512;LIBERTADOR GENERAL SAN MARTIN
Y;4513;CALILEGUA
Y;4515;YUTO
Y;4622;VOLCAN
Y;4624;PURMAMARCA
Y;4626;MAIMARA
Y;4628;TILCARA
Y;4630;HUMAHUACA
Y;4640;ABRA PAMPA
Y;4650;LA QUIACA
L;6300;SANTA ROSA
L;6300;TOAY
L;6360;GENERAL PICO
L;6380;EDUARDO CASTEX
L;6387;INGENIERO LUIGGI
L;6389;REALICO
L;6330;MACACHIN
L;6333;GUATRACHE
L;6335;COLONIA BARON
L;6337;MIGUEL RIGO
L;6319;VICTORICA
L;6321;TELEN
L;6323;SANTA ISABEL
L;6325;ALGARROBO DEL AGUILA
L;6340;GENERAL ACHA
L;6346;25 DE MAYO
L;6343;PUELCHES
F;5300;LA RIOJA
F;5300;SANAGASTA
F;5301;PATQUIA
F;5303;CHAMAICAL
F;5310;CHILECITO
F;5311;NONOGASTA
F;5313;VILLA CASTELLI
F;5315;VILLA UNION
F;5317;GUANDACOL
F;5320;AIMOGASTA
F;5322;ANILLACO
F;5324;AMINGA
F;5326;CASTRO BARROS
F;5330;CHEPES
F;5333;ULAPES
F;5335;MALANZAN
F;5340;TAMA
F;5345;OLTA
M;5500;MENDOZA
M;5500;CIUDAD DE MENDOZA
M;5501;GODOY CRUZ
M;5515;MAIPU
M;5519;GUAYMALLEN
M;5521;LUJAN DE CUYO
M;5539;LAS HERAS
M;5570;SAN MARTIN
M;5577;RIVADAVIA
M;5579;JUNIN
M;5584;SANTA ROSA
M;5590;LA PAZ
M;5560;TUNUYAN
M;5561;TUPUNGATO
M;5567;SAN CARLOS
M;5600;SAN RAFAEL
M;5620;GENERAL ALVEAR
M;5613;MALARGUE
M;5547;POTRERILLOS
M;5549;USPALLATA
N;3300;POSADAS
N;3300;GARUPA
N;3304;CANDELARIA
N;3308;SAN IGNACIO
N;3311;JARDIN AMERICA
N;3313;PUERTO RICO
N;3315;MONTECARLO
N;3317;ELDORADO
N;3328;PUERTO ESPERANZA
N;3332;WANDA
N;3334;PUERTO LIBERTAD
N;3370;PUERTO IGUAZU
N;3360;OBERA
N;3361;LEANDRO N. ALEM
N;3363;SAN JAVIER
N;3364;APOSTOLES
N;3365;CONCEPCION DE LA SIERRA
N;3380;ARISTOBULO DEL VALLE
N;3382;DOS DE MAYO
N;3384;SAN VICENTE
N;3386;SAN PEDRO
Q;8300;NEUQUEN
Q;8300;PLOTTIER
Q;8305;CENTENARIO
Q;8307;VISTA ALEGRE
Q;8309;SENILLOSA
Q;8313;VILLA EL CHOCON
Q;8318;CUTRAL CO
Q;8319;PLAZA HUINCUL
Q;8322;ZAPALA
Q;8324;LAS LAJAS
Q;8340;CHOS MALAL
Q;8345;ANDACCOLLO
Q;8353;ALUMINE
Q;8365;JUNIN DE LOS ANDES
Q;8370;SAN MARTIN DE LOS ANDES
Q;8373;VILLA LA ANGOSTURA
Q;8375;VILLA TRAFUL
R;8500;VIEDMA
R;8501;BALNEARIO EL CONDOR
R;8520;SAN ANTONIO OESTE
R;8521;LAS GRUTAS
R;8532;SIERRA GRANDE
R;8534;PLAYAS DORADAS
R;8328;CIPOLLETTI
R;8328;FERNANDEZ ORO
R;8332;ALLEN
R;8332;GENERAL ROCA
R;8336;VILLA REGINA
R;8338;CHICHINALES
R;8360;CHOELE CHOEL
R;8361;LUIZ BELTRAN
R;8363;LAMARQUE
R;8400;SAN CARLOS DE BARILOCHE
R;8401;DINAHUAPI
R;8430;EL BOLSON
R;8432;EL MANSO
R;8418;INGENIERO JACOBACCI
R;8416;MAQUINCHAO
R;8415;LOS MENUCOS
A;4400;SALTA
A;4400;SAN LORENZO
A;4400;CERRILOS
A;4401;VAQUEROS
A;4403;LA CALDERA
A;4405;ROSARIO DE LERMA
A;4407;CAMPO QUIJANO
A;4421;SAN ANTONIO DE LOS COBRES
A;4427;CAFAYATE
A;4429;SAN CARLOS
A;4430;MOLINOS
A;4432;CACHI
A;4434;SECLANTAS
A;4440;METAN
A;4444;ROSARIO DE LA FRONTERA
A;4448;JOAQUIN V. GONZALEZ
A;4530;ORAN
A;4531;AGUAS BLANCAS
A;4534;COLONIA SANTA ROSA
A;4538;PICHANAL
A;4560;TARTAGAL
A;4562;GENERAL MOSCONI
A;4568;SALVADOR MAZZA
J;5400;SAN JUAN
J;5400;SANTA LUCIA
J;5400;RIVADAVIA
J;5400;CHIMBAS
J;5400;RAWSON
J;5411;ALBARDON
J;5413;ANGACO
J;5415;SAN MARTIN
J;5417;CAUCETE
J;5419;25 DE MAYO
J;5421;9 DE JULIO
J;5423;POCITO
J;5425;SARMIENTO
J;5431;CALINGASTA
J;5433;BARREAL
J;5435;TUDCUM
J;5437;IGLESIA
J;5441;SAN JOSE DE JACHAL
J;5449;VALLE FERTIL
D;5700;SAN LUIS
D;5700;JUANA KOSLAY
D;5700;LA PUNTA
D;5701;POTRERO DE LOS FUNES
D;5703;EL VOLCAN
D;5705;TRAPICHE
D;5730;VILLA MERCEDES
D;5733;JUSTO DARACT
D;5750;MERLO
D;5751;CARPINTERIA
D;5753;LOS MOLLES
D;5755;CORTADERAS
D;5757;SANTA ROSA DEL CONLARA
D;5759;CONCARAN
D;5761;TILISARAO
D;5763;NASCHEL
D;5770;LA TOMA
D;5773;SAN FRANCISCO DEL MONTE DE ORO
D;5777;QUINES
D;5779;CANDELARIA
Z;9400;RIO GALLEGOS
Z;9405;EL CALAFATE
Z;9301;EL CHALTEN
Z;9015;CALETA OLIVIA
Z;9017;CANADON SECO
Z;9019;FITZ ROY
Z;9050;PUERTO DESEADO
Z;9310;PUERTO SAN JULIAN
Z;9311;COMANDANTE LUIS PIEDRABUENA
Z;9313;PUERTO SANTA CRUZ
Z;9407;RIO TURBIO
Z;9408;28 DE NOVIEMBRE
Z;9040;PERITO MORENO
Z;9041;LOS ANTIGUOS
Z;9300;GOBERNADOR GREGORES
S;3000;SANTA FE
S;3000;SANTO TOME
S;3000;RINCON
S;2000;ROSARIO
S;2000;VILLA GOBERNADOR GALVEZ
S;2000;FUNES
S;2000;ROLDAN
S;2000;GRANADERO BAIGORRIA
S;2152;CAPITAN BERMUDEZ
S;2200;SAN LORENZO
S;2202;PUERTO GENERAL SAN MARTIN
S;2300;RAFAELA
S;2322;SUNCHALES
S;2440;SASTRE
S;2445;SAN JORGE
S;2452;EL TREBOL
S;2500;CANADA DE GOMEZ
S;2600;VENADO TUERTO
S;2605;FIRMAT
S;2919;VILLA CONSTITUCION
S;3560;RECONQUISTA
S;3561;AVELLANEDA
S;3040;SAN JAVIER
S;3050;CALCHAQUI
S;3080;ESPERANZA
S;3016;CORONDA
G;4200;SANTIAGO DEL ESTERO
G;4200;LA BANDA
G;4220;TERMAS DE RIO HONDO
G;4300;FRÍAS
G;4308;CHILCA JULIANA
G;4312;RECREO
G;4320;LORETO
G;4324;ATAMISQUI
G;4330;FERNANDEZ
G;4332;FORRES
G;4334;BELTRAN
G;4340;AÑATUYA
G;4344;LOS JURIES
G;4346;BANDERA
G;4350;QUIMILI
G;4354;TINTINA
G;4360;MONTE QUEMADO
G;4363;PAMPA DE LOS GUANACOS
G;4370;SUNCHO CORRAL
V;9410;USHUAIA
V;9420;RIO GRANDE
V;9411;TOLHUIN
T;4000;SAN MIGUEL DE TUCUMAN
T;4000;YERBA BUENA
T;4000;EL MANANTIAL
T;4101;LULES
T;4103;FAMAILLA
T;4107;BELLA VISTA
T;4122;CONCEPCION
T;4124;AGUILARES
T;4128;MONTEROS
T;4128;ACHERAL
T;4128;RIO SECO
T;4132;SIMOCA
T;4134;SANTA ANA
T;4137;ALBERDI
T;4146;TAFI DEL VALLE
T;4146;EL MOLLAR
T;4147;AMAICHA DEL VALLE
